"loc";"prv";"localidad"
1647;2;"INGENIERO BALBIN              "
1649;2;"ING. BUDGE                    "
1650;2;"ING. ALLAN                    "
1651;2;"ING. MASCHWITZ                "
1652;2;"ING. MONETA                   "
1653;2;"ING. PABLO NOGUES             "
1654;4;"LAS DELICIAS                  "
1657;2;"ING. THOMPSON                 "
1659;2;"ING. WHITE                    "
1661;2;"INOCENCIO SOSA                "
1661;19;"SAN LUIS                      "
1662;19;"SAN MARTIN                    "
1665;19;"TRAPICHE                      "
1667;4;"LAS HIGUERAS                  "
1669;2;"ISIDRO CASANOVA               "
1673;2;"ISLA MARTIN GARCIA            "
1682;2;"ITUZAINGO                     "
1683;5;"BERON DE ASTRADA              "
1684;2;"J INGENIEROS (3 DE FEBRERO)   "
1684;4;"SARMIENTO                     "
1686;2;"JAUREGUI JOSE MARIA           "
1687;2;"JEPPENER                      "
1687;5;"CURUZU CUATIA                 "
1687;22;"SUMAMPA                       "
1688;2;"JOAQUIN GORINA                "
1693;2;"JOSE C PAZ                    "
1696;2;"JOSE LEON SUAREZ              "
1696;5;"MBURUCUYA                     "
1697;4;"LAS PALMAS                    "
1698;2;"VILLA BOSCH                   "
1698;5;"PASO DE LOS LIBRES            "
1700;2;"JOSE MARMOL                   "
1707;5;"SANTA LUCIA                   "
1708;2;"JUAN B DE LA SALLE            "
1710;4;"LAS PE헤S NORTE               "
1713;4;"LAS PERDICES                  "
1718;2;"JOSE MARIA GUTIERREZ          "
1719;2;"JUAN N FERNANDEZ              "
1723;2;"JUAN VUCETICH APDRO FCGU      "
1723;4;"VILLA MARIA                   "
1724;2;"JUANCHO                       "
1725;2;"BENITO JUAREZ                 "
1727;2;"JUNIN                         "
1728;2;"CIUDAD EVITA                  "
1742;22;"TERMAS DE RIO HONDO           "
1744;4;"LAS VARILLAS                  "
1746;2;"KM 30                         "
1754;4;"LEONES                        "
1755;2;"GRAND BOURG                   "
1761;2;"KM 40 (FLORENCIO VARELA)      "
1768;2;"MARCOS PAZ                    "
1777;4;"LOS BOULEVARES                "
1788;2;"POBLET                        "
1791;2;"KM 88 (CAMPANA)               "
1800;2;"LA ADELA                      "
1802;4;"LOS COCOS                     "
1806;4;"LOS CONDORES                  "
1824;2;"LA BOLSA                      "
1827;2;"LA CA헤DA                     "
1832;4;"LOS MOLLES                    "
1840;4;"LOS PARAISOS                  "
1854;2;"LA CUMBRE APDRO FCGB          "
1860;2;"LA DULCE                      "
1861;4;"LOS REARTES                   "
1862;2;"LA EMILIA                     "
1868;2;"SIERRAS BAYAS                 "
1877;2;"LA FRATERNIDAD                "
1879;2;"LA GAVIOTA                    "
1887;22;"ZANJON                        "
1891;4;"LUQUE                         "
1899;22;"VILLA OJO DE AGUA             "
1901;4;"MALAGUE헲                     "
1903;2;"LA LOMA (PDO LA PLATA)        "
1905;2;"LA LONJA                      "
1905;4;"MALVINAS ARGENTINAS           "
1906;2;"LA LUCIA                      "
1907;2;"LA LUCILA                     "
1908;2;"LA LUCILA DEL MAR             "
1909;2;"LA LUISA                      "
1910;4;"MANFREDI                      "
1913;4;"MARCOS JUAREZ                 "
1920;4;"MATORRALES                    "
1921;4;"MATTALDI                      "
1929;4;"MELO                          "
1930;4;"MENDIOLAZA                    "
1938;4;"MINA CLAVERO                  "
1944;2;"LA PAMPA                      "
1950;2;"LA PEREGRINA                  "
1951;2;"LA PERLA                      "
1954;4;"MONTE BUEY                    "
1955;2;"LA PLATA                      "
1956;2;"LA PLAYA                      "
1956;4;"MONTE CRISTO                  "
1967;4;"MONTE MAIZ                    "
1968;4;"MONTE RALO                    "
1972;4;"MORTEROS                      "
1975;2;"ROQUE PEREZ                   "
1976;2;"LA REFORMA CHASCOMUS          "
1976;22;"NUEVA ESPERANZA               "
1978;2;"LA REJA                       "
1986;2;"LA SALADA                     "
1988;2;"SUIPACHA                      "
1991;4;"NONO                          "
2002;4;"OLIVA                         "
2006;4;"ONCATIVO                      "
2010;4;"ORDO헨Z                       "
2018;2;"LABARDEN                      "
2026;4;"PAMPAYASTA NORTE              "
2029;4;"PARQUE LICEO                  "
2031;2;"GUAMINI                       "
2036;2;"LAGUNA REDONDA                "
2039;2;"LANUS                         "
2041;2;"LAPRIDA                       "
2055;2;"LAS COLONIAS                  "
2059;2;"LAS FLORES                    "
2062;2;"LAS HERAS                     "
2066;2;"LAS LOMAS                     "
2066;4;"PIEDRA PINTADA                "
2067;2;"LAS MALVINAS                  "
2076;4;"PILAR                         "
2079;22;"SAN CARLOS                    "
2080;4;"PIQUILLIN                     "
2081;2;"PIPINAS                       "
2089;2;"LAS TONINAS                   "
2094;24;"YERBA BUENA                   "
2105;2;"LIBERTAD                      "
2109;2;"LIMA                          "
2111;2;"LINCOLN                       "
2113;2;"LLAVALLOL                     "
2114;2;"LOBERIA                       "
2115;2;"LOBOS                         "
2116;4;"POZO DEL MOLLE                "
2120;2;"LOMA NEGRA                    "
2123;2;"LOMA VERDE                    "
2128;4;"PROVIDENCIA                   "
2129;2;"LOMAS DE ZAMORA               "
2130;2;"LOMAS DEL MIRADOR             "
2131;2;"LONGCHAMPS                    "
2134;2;"LOPEZ CAMELO                  "
2138;4;"PUEBLO ITALIANO               "
2144;4;"PUENTE NEGRO                  "
2146;2;"LOS CARDALES                  "
2150;22;"MONTE QUEMADO                 "
2156;2;"LOS HORNOS                    "
2160;2;"LOS LAURELES EST FCGB         "
2161;2;"LOS MANZANOS                  "
2171;2;"LOS POLVORINES                "
2175;2;"LOS TOLDOS                    "
2182;2;"LUIS GUILLON                  "
2183;2;"LUJAN                         "
2189;2;"MAGDALENA                     "
2189;4;"QUISCASACATE                  "
2190;4;"QUISQUIZACATE APDRO FCGB      "
2191;2;"MAIPU                         "
2197;2;"MANUEL ALBERTI                "
2198;2;"MANUEL B GONNET               "
2199;22;"ARBOL SOLO                    "
2200;4;"RANQUELES                     "
2201;2;"MANUEL OCAMPO                 "
2202;2;"MANZANARES                    "
2207;2;"MAR AZUL                      "
2208;2;"MAR CHIQUITA                  "
2209;2;"MAR DE AJO                    "
2209;4;"RINCON BONITO                 "
2210;2;"MAR DE OSTENDE                "
2211;2;"MAR DEL PLATA                 "
2212;2;"MAR DEL SUD                   "
2213;2;"MAR DEL TUYU                  "
2213;4;"RIO CEBALLOS                  "
2215;2;"MARCOS PAZ                    "
2217;2;"MARIA IGNACIA                 "
2217;4;"RIO CUARTO                    "
2220;2;"MARIANO ACOSTA                "
2222;2;"MARIANO H ALFONZO             "
2223;2;"HAEDO                         "
2227;2;"MARTIN CORONADO               "
2228;2;"TRENQUE LAUQUEN               "
2230;2;"MARTINEZ                      "
2231;2;"MARTINEZ DE HOZ               "
2235;2;"MATHEU                        "
2235;4;"RIO PRIMERO                   "
2238;2;"MAXIMO PAZ                    "
2240;2;"MAYOR BURATOVICH              "
2240;4;"RIO SEGUNDO                   "
2241;4;"RIO TERCERO                   "
2242;2;"MAZA                          "
2244;4;"RIVERA INDARTE                "
2245;2;"MECHITA                       "
2246;2;"MECHONGUE                     "
2254;2;"MERCADO CENTRAL               "
2255;2;"MERCEDES                      "
2258;2;"MERLO                         "
2264;2;"MIRAMAR                       "
2266;4;"SALDAN                        "
2268;2;"MINISTRO RIVADAVIA            "
2269;4;"SALSIPUEDES                   "
2272;4;"SAMPACHO                      "
2276;4;"SAN ANTONIO DE ARREDONDO      "
2277;2;"SAN MIGUEL DEL MONTE          "
2277;4;"SAN ANTONIO DE LITIN          "
2278;2;"MONTE CHINGOLO                "
2281;2;"MONTE GRANDE                  "
2282;2;"MONTE HERMOSO                 "
2285;4;"SAN BASILIO                   "
2287;2;"MOORES                        "
2289;2;"MORENO                        "
2290;2;"MORON                         "
2293;2;"MQSTA FRANCISCO SAVIO         "
2294;2;"MU헬Z                         "
2295;2;"MU헲Z                         "
2297;4;"SAN FRANCISCO                 "
2298;2;"MUNRO                         "
2298;4;"SAN FRANCISCO DEL CHA헤R      "
2301;2;"NAPALEOFU                     "
2301;4;"SAN IGNACIO                   "
2304;2;"NAVARRO                       "
2305;2;"NECOCHEA                      "
2308;2;"NICANOR OLIVERA               "
2312;2;"NORBERTO DE LA RIESTRA        "
2318;4;"NOETINGER                     "
2319;2;"NUEVO PRTO TIGRE              "
2323;2;"OLAVARRIA                     "
2326;2;"OLIVERA                       "
2327;2;"OLIVOS                        "
2327;4;"SAN MARCOS SIERRA             "
2328;2;"OMBU                          "
2328;4;"SAN MARCOS SUR                "
2330;2;"OPEN DOOR                     "
2337;2;"OSTENDE                       "
2338;2;"OTAMENDI                      "
2341;2;"PABLO PODESTA                 "
2345;4;"SAN PEDRO NORTE               "
2353;2;"PARADA LOS ROBLES             "
2356;2;"PARAJE EL PELIGROSO           "
2362;4;"SAN VICENTE BELL VILLE        "
2364;4;"SAN VICENTE SAN ALBERTO       "
2368;2;"PARQUE LELOIR                 "
2372;2;"PARQUE SAN MARTIN             "
2381;2;"PASO DEL REY                  "
2388;4;"SANTA MARIA DE PUNILLA        "
2401;4;"SANTA ROSA DE CALAMUCHITA     "
2402;4;"SANTA ROSA DE RIO PRIMERO     "
2403;2;"PEHUAJO                       "
2407;2;"PELLEGRINI                    "
2410;2;"PEREYRA (HURLINGHAM-3 DE FEBRE"
2410;4;"SANTIAGO TEMPLE               "
2411;2;"PEREZ MILLAN                  "
2412;2;"PERGAMINO                     "
2414;24;"LAMADRID                      "
2415;2;"PI헨RO (EST FCGU)             "
2416;2;"PI헨YRO (PDO AVELLANEDA)      "
2417;2;"PI헨YRO                       "
2418;24;"MONTEROS                      "
2420;24;"SAN MIGUEL DE TUCUMAN         "
2421;2;"PIEDRITAS                     "
2424;2;"PIGUE                         "
2425;2;"PILA                          "
2426;2;"PILAR                         "
2427;4;"SERRANO                       "
2428;2;"PINAMAR                       "
2432;2;"PIROVANO                      "
2436;2;"PLATANOS                      "
2437;2;"PLAYA CHAPADMALAL             "
2448;2;"PONTEVEDRA                    "
2456;2;"PUERTO BELGRANO               "
2460;2;"PRTO NECOCHEA                 "
2467;2;"PTE DERQUI                    "
2468;4;"TANTI                         "
2472;2;"PUEBLO MARTINEZ DE HOZ        "
2479;22;"EL PARAISO                    "
2486;4;"TIO PUJIO                     "
2489;2;"PUNTA ALTA                    "
2489;4;"TOLEDO                        "
2491;2;"PUNTA INDIO                   "
2492;2;"PUNTA LARA                    "
2498;2;"QUEQUEN                       "
2502;2;"QUILMES                       "
2502;4;"TRANSITO                      "
2503;2;"QUILMES OESTE                 "
2510;2;"R 2 KM 32 AL 36 9             "
2517;4;"UNQUILLO                      "
2522;4;"VILLA NUEVA                   "
2523;4;"VILLA RUMIPAL                 "
2525;4;"VACAS BLANCAS                 "
2527;4;"VALLE DEL SOL                 "
2529;4;"VALLE HERMOSO                 "
2530;4;"VALLE VERDE                   "
2533;2;"RAFAEL CALZADA                "
2534;2;"RAFAEL CASTILLO               "
2534;4;"VICU헤 MACKENNA               "
2536;2;"RAMALLO                       "
2538;4;"VILLA ALLENDE                 "
2540;2;"RAMOS MEJIA                   "
2542;4;"VILLA ANIZACATE               "
2543;2;"RANCHOS                       "
2543;4;"VILLA ASCASUBI                "
2544;2;"RANELAGH                      "
2545;2;"RAUCH                         "
2545;4;"VILLA BELGRANO                "
2548;2;"RINCON DE BAUDRIX             "
2548;4;"VILLA CAEIRO                  "
2549;4;"VILLA CALAMUCHITA             "
2551;4;"VILLA CARLOS PAZ              "
2553;4;"VILLA CERRO AZUL              "
2555;4;"VILLA CIUDAD DE AMERICA       "
2557;2;"REMEDIOS DE ESCALADA          "
2564;2;"RINCON DEL CAZADOR            "
2564;4;"VILLA DE LAS ROSAS            "
2565;4;"VILLA DE SOTO                 "
2566;4;"VILLA DEL DIQUE               "
2568;4;"VILLA DEL ROSARIO             "
2571;4;"TRANSITO                      "
2573;4;"VILLA DOLORES                 "
2576;4;"VILLA EL DESCANSO             "
2582;2;"RIVADAVIA (EST.AMERICA)       "
2583;4;"VILLA GIARDINO                "
2585;4;"VILLA GENERAL BELGRANO        "
2588;2;"ROBERTS                       "
2588;4;"VILLA HUIDOBRO                "
2590;2;"ROJAS                         "
2590;4;"VILLA LA BOLSA                "
2593;4;"LA SERRANITA                  "
2595;2;"ROQUE PEREZ                   "
2600;2;"SAAVEDRA                      "
2601;2;"VILLA SAENZ PE헤              "
2602;4;"VILLA MARIA                   "
2605;2;"SALADILLO                     "
2606;2;"SALADILLO NORTE               "
2608;4;"VILLA NUEVA                   "
2609;4;"VILLA POSSE                   "
2612;2;"SALLIQUELO                    "
2613;2;"SALTO                         "
2614;4;"VILLA RIO YCHO CRUZ           "
2616;4;"VILLA RUMIPAL                 "
2619;2;"SAN ANDRES                    "
2620;2;"SAN ANDRES DE GILES           "
2622;2;"SAN ANTONIO DE ARECO          "
2623;2;"SAN ANTONIO DE PADUA          "
2624;4;"VILLA SANTA ROSA              "
2625;2;"SAN ANTONIO (PDO PILA)        "
2626;4;"VILLA SARMIENTO               "
2627;2;"SAN BERNARDO (PDO DE LA COSTA)"
2631;2;"SAN CAYETANO                  "
2632;2;"SAN CLEMENTE DEL TUYU         "
2633;4;"VILLA VALERIA                 "
2636;4;"VILLA WARCALDE                "
2644;2;"SAN FERNANDO                  "
2646;2;"SAN FRANCISCO SOLANO          "
2650;2;"SAN ISIDRO                    "
2651;2;"MERCEDES                      "
2652;2;"SAN JACINTO (PDO OLAVARRIA)   "
2653;2;"SAN JORGE                     "
2655;4;"2DA USINA                     "
2657;4;"BRIO ZUMARAN                  "
2658;4;"BRIO VELEZ SARSFIELD          "
2660;4;"BRIO SAN ROQUE                "
2661;4;"EL REFUGIO                    "
2662;4;"BRIO LOMAS DE SUQUIA          "
2663;2;"SANTA LUISA                   "
2665;2;"9 DE JULIO                    "
2667;2;"SAN JUSTO                     "
2667;4;"VILLA SANTA CRUZ DEL LAGO     "
2669;2;"SAN MANUEL                    "
2669;4;"SAN JOSE DE LA DORMIDA        "
2670;2;"SAN MARTIN                    "
2670;4;"VILLA DE MARIA                "
2671;4;"MAYU SUMAJ                    "
2673;4;"LOS HORNILLOS                 "
2674;2;"SAN MIGUEL                    "
2677;2;"SAN NICOLAS DE LOS ARROYOS    "
2680;2;"SAN PEDRO                     "
2687;4;"BARRIO BELGRANO               "
2691;2;"SAN VICENTE                   "
2698;4;"SAN CARLOS                    "
2701;2;"SANTA CLARA DEL MAR           "
2705;2;"SANTA ELENA (PDO DE LUJAN)    "
2707;2;"SANTA ELEODORA                "
2712;2;"SANTA ISABEL (BOLIVAR-GRAL ALV"
2715;2;"SANTA LUCIA                   "
2720;2;"SANTA REGINA                  "
2723;2;"SANTA ROSA                    "
2726;4;"LA PAZ                        "
2727;2;"SANTA TERESITA                "
2734;2;"SANTOS LUGARES                "
2735;2;"SANTOS TESEI                  "
2737;2;"SARANDI                       "
2751;2;"SIERRA DE LA VENTANA          "
2752;2;"SIERRA DE LOS PADRES          "
2753;2;"SIERRAS BAYAS                 "
2757;2;"DON TORCUATO                  "
2758;4;"SAN RAFAEL                    "
2766;2;"SUIPACHA                      "
2768;2;"TABLADA                       "
2768;4;"VILLA PARQUE SIQUIMAN         "
2773;2;"TANDIL                        "
2774;2;"TAPALQUE                      "
2775;2;"TAPIALES                      "
2776;2;"TATAY                         "
2779;2;"TEMPERLEY                     "
2780;2;"TESEI                         "
2782;2;"TIGRE                         "
2786;2;"TOLOSA                        "
2790;4;"PUNILLA                       "
2791;2;"TORNQUIST                     "
2793;2;"TORRES                        "
2794;2;"TORTUGUITAS                   "
2795;2;"TRENQUE LAUQUEN               "
2796;2;"TRES ALGARROBOS               "
2797;2;"TRES ARROYOS                  "
2805;2;"TRISTAN SUAREZ                "
2809;2;"TRUJUI                        "
2814;2;"TURDERA                       "
2816;2;"UDAQUIOLA                     "
2818;2;"LA UNION                      "
2819;2;"UNION TRANVIARIOS             "
2823;2;"URQUIZA                       "
2828;2;"V DEL CARMEN SAN FERNANDO     "
2836;4;"SAN PABLO                     "
2840;2;"VALENTIN ALSINA               "
2843;2;"VALERIA DEL MAR               "
2848;2;"VEDIA                         "
2849;2;"VELA                          "
2849;4;"LAS DELICIAS                  "
2853;2;"VERONICA                      "
2856;2;"VICENTE CASARES               "
2857;2;"VICENTE LOPEZ                 "
2859;2;"VICTORIA                      "
2863;2;"VILLA ADELINA                 "
2867;2;"VILLA ALBERTINA               "
2872;2;"VILLA ARGENTINA (QUILMES)     "
2876;2;"VILLA BALLESTER               "
2880;2;"VILLA BELGRANO (JUNIN)        "
2884;2;"VILLA BILLINGHURST            "
2885;2;"VILLA BONICH                  "
2886;2;"VILLA BOSCH                   "
2902;2;"VILLA CELINA                  "
2904;4;"TOTORAL                       "
2907;2;"VILLA CONCEPCION              "
2912;2;"VILLA DE MAYO                 "
2920;2;"VILLA DIAMANTE                "
2922;2;"VILLA DIAZ VELEZ              "
2924;2;"VILLA DOMINICO                "
2925;4;"EL RODEO                      "
2926;2;"VILLA DORREGO                 "
2927;2;"ZEBALLOS                      "
2931;4;"AGUA DE ORO                   "
2934;2;"VILLA ELISA                   "
2935;2;"VILLA ELVIRA (BANFIELD)       "
2936;2;"VILLA ELVIRA (LA PLATA)       "
2939;2;"VILLA ESPA헤                  "
2942;2;"VILLA FLANDRIA                "
2949;2;"VILLA GESELL                  "
2951;2;"VILLA GOBERNADOR UDAONDO      "
2952;2;"VILLA GONNET                  "
2953;4;"SAN MARTIN                    "
2956;4;"SANTA ISABEL                  "
2958;2;"VILLA GUILLERMINA             "
2960;2;"LLAVALLOL                     "
2962;2;"VILLA HERMOSA                 "
2964;2;"VILLA HUDSON                  "
2967;2;"VALENTIN ALSINA               "
2969;2;"LANUS                         "
2970;2;"VILLA INSUPERABLE             "
2977;2;"JOSE INGENIEROS               "
2978;2;"VILLA JOSE LEON SUAREZ        "
2980;2;"VILLA LA 헤TA                 "
2983;2;"VILLA LA FLORIDA              "
2988;2;"MERLO                         "
2994;2;"VILLA LAURA PUNTA ALTA        "
2998;2;"VILLA LIBERTAD                "
3000;2;"VILLA LOMA HERMOSA            "
3005;2;"VILLA LUZURIAGA               "
3006;2;"VILLA LYNCH (PDO GRAL SAN MART"
3008;2;"CIUDAD MADERO                 "
3009;4;"LA CALERA                     "
3012;2;"VILLA MAIPU                   "
3017;2;"VILLA MARIA (QUILMES)         "
3018;2;"VILLA MARTELLI                "
3019;2;"MARTIN CORONADO               "
3019;4;"LA CUMBRE                     "
3026;2;"VILLA MAZA                    "
3028;4;"LA CALERA                     "
3029;2;"VILLA MITRE                   "
3030;2;"VILLA MITRE BAHIA BLANCA      "
3035;2;"LA REJA                       "
3036;2;"VILLA MOQUEHUA                "
3056;2;"VILLA PROGRESO (PERGAMINO)    "
3058;2;"VILLA RAFFO                   "
3059;2;"VILLA RAMALLO                 "
3062;2;"LOMAS DEL MIRADOR             "
3063;4;"ACHIRAS                       "
3069;2;"VILLA ROSA                    "
3072;2;"VILLA SABOYA                  "
3073;2;"VILLA SAENZ PE헤              "
3074;2;"VILLA SAN ALBERTO (ISIDRO CASA"
3076;2;"VILLA SAN ANDRES              "
3095;2;"VILLA SARMIENTO               "
3095;4;"FERREYRA                      "
3099;2;"VILLA SENA                    "
3102;2;"VILLA SOLDATI                 "
3104;22;"FRIAS                         "
3107;2;"9 DE ABRIL                    "
3109;2;"TURDERA                       "
3110;2;"VILLA UNION                   "
3111;22;"MALBRAN                       "
3113;2;"VILLA VATTEONE                "
3115;2;"VILLA VIGNOLO                 "
3117;2;"VILLA ZAGALA                  "
3118;2;"11 DE SEPTIEMBRE              "
3118;22;"SANTIAGO DEL ESTERO           "
3121;2;"VILLALONGA                    "
3122;4;"COSTA SACATE                  "
3123;4;"CRUZ DEL EJE                  "
3124;2;"VIRREY DEL PINO               "
3125;2;"VIRREYES                      "
3125;4;"DESPE헤DEROS                  "
3129;4;"GENERAL PUEYRREDON            "
3131;4;"JESUS MARIA                   "
3134;2;"WILDE                         "
3135;2;"WILDE ESTE                    "
3145;2;"ZARATE                        "
3146;2;"ZAVALIA                       "
3147;2;"ZELAYA                        "
3148;4;"TANTI                         "
3153;4;"VILLA DOLORES                 "
3154;4;"ALEJANDRO ROCA                "
3158;2;"25 DE MAYO                    "
3159;2;"30 DE AGOSTO                  "
3161;2;"9 DE ABRIL                    "
3162;2;"9 DE JULIO                    "
3163;2;"VILLA ASTOLFI                 "
3164;2;"MALVINAS ARGENTINAS           "
3166;2;"FLORIDA OESTE                 "
3167;2;"ROJAS                         "
3168;2;"TRONCOS DEL TALAR             "
3169;2;"MAQUINISTA F SAVIO            "
3170;2;"BARRIO EL CAZADOR             "
3171;2;"RINCON DE MILBERG             "
3172;2;"EL LIBERTADOR                 "
3173;2;"REMEDIOS DE ESCALADA          "
3174;2;"CIUDAD JARDIN DEL PALOMAR     "
3175;2;"DOMINGO FAUSTINO SARMIENTO    "
3176;2;"B NUESTRA SE헲RA DE LA PAZ    "
3177;2;"BO STA CATALINA HORNERO LA L  "
3181;2;"MALVINAS ARGENTINAS           "
3182;2;"SAN JOSE                      "
3183;2;"SOLANO                        "
3184;2;"EZPELETA OESTE                "
3185;2;"SOURIGUES                     "
3186;2;"GOBERNADOR COSTA              "
3187;2;"SAN BERNARDO DEL TUYU         "
3188;2;"DE LA GARMA                   "
3199;2;"AMERICA UNIDA                 "
3202;2;"ZONA DELTA ZARATE             "
3207;2;"COSTA DEL ESTE                "
3208;2;"MONTECARLO                    "
3209;2;"BALNEARIO ATLANTIDA           "
3216;2;"BALNEARIO LA CALETA           "
3217;2;"BALNEARIO MAR DE COBO         "
3219;2;"PUNTA DE CANAL                "
3220;2;"ARROYO LAS ROSAS              "
3221;2;"PUERTO DE ESCOBAR             "
3222;2;"KILOMETRO 61                  "
3223;2;"KILOMETRO 45                  "
3237;2;"CAMINO CENTENARIO KM 11500    "
3238;2;"LA PERLA                      "
3239;2;"GENERAL MANSILLA              "
3259;2;"CHACRA EXPERIMENTAL INTA      "
3265;2;"VILLA PROGRESO                "
3269;2;"KILOMETRO 36                  "
3279;2;"EL RETIRO                     "
3285;2;"SAN JUAN                      "
3287;2;"BAGUES                        "
3289;2;"ARROYO NEGRO                  "
3293;2;"VILLA FLORIDA                 "
3299;2;"LA HORQUETA                   "
3300;2;"LAS PALMAS                    "
3301;2;"LA LATA                       "
3304;2;"SANTA TERESA                  "
3306;2;"LA BUANA MOZA                 "
3307;2;"LAS FLORES                    "
3314;2;"BARRIO U O C R A              "
3317;2;"COLONIA LA BEBA               "
3330;2;"ESTACION LINCOLN              "
3333;2;"KILOMETRO 352                 "
3340;2;"EL DIA                        "
3343;2;"MARTIN FIERRO                 "
3352;2;"BARRIO OBRERO                 "
3362;2;"SAN JUAN                      "
3371;2;"EL PORVENIR                   "
3378;2;"KILOMETRO 125                 "
3379;2;"SAN JACINTO                   "
3383;2;"CAMPO PE헤 LOPEZ              "
3395;2;"LA TRIBU                      "
3398;2;"LA LOMA                       "
3401;2;"ALASTUEY                      "
3405;2;"KILOMETRO 125                 "
3406;2;"LA FLORIDA                    "
3410;2;"CANTERA AGUIRRE               "
3420;2;"VILLA ITALIA                  "
3423;2;"LA PASTORA                    "
3449;2;"SAN JUSTO                     "
3453;2;"LA HORQUETA                   "
3460;2;"LA TABLADA                    "
3462;2;"MAR DE LAS PAMPAS             "
3464;2;"ARROYO GRANDE                 "
3496;2;"BARRIO VILLA SALADILLO        "
3513;2;"KILOMETRO 333                 "
3526;2;"SANTA ELENA                   "
3528;2;"ESTACION BARROW               "
3531;2;"GENERAL VALDEZ                "
3539;2;"PI헨YRO                       "
3540;2;"BARRIO JOSE M ESTRADA         "
3543;2;"BARRIO SAN JOSE               "
3548;2;"EL CENTINELA                  "
3552;2;"MAR DE COBO                   "
3559;2;"KILOMETRO 440                 "
3614;2;"ALEJANDRO KORN                "
3615;2;"ALMIRANTE BROWN               "
3616;2;"AVELLANEDA                    "
3617;2;"AZUL                          "
3618;2;"BAHIA BLANCA                  "
3619;2;"BANFIELD                      "
3620;2;"BARRIO PARQUE LELOIR          "
3621;2;"BELEN DE ESCOBAR              "
3622;2;"BELLA VISTA                   "
3623;2;"BERAZATEGUI                   "
3624;2;"BERISSO                       "
3628;2;"CAMPANA                       "
3632;2;"CHASCOMUS                     "
3633;2;"CITY BELL                     "
3639;2;"CORONEL SUAREZ                "
3640;2;"CORONEL VIDAL                 "
3641;2;"DEL VISO                      "
3644;2;"FLORENCIO VARELA              "
3645;2;"FLORIDA                       "
3647;2;"GRAL. BELGRANO                "
3651;2;"GRAL. LAS HERAS               "
3652;2;"GRAL. MADARIAGA               "
3653;2;"GRAL. PACHECO                 "
3654;2;"GRAL. RODRIGUEZ               "
3655;2;"GENERAL SAN MARTIN            "
3657;2;"GOBERNADOR UDAONDO            "
3658;2;"GONZALEZ CATAN                "
3660;2;"HURLINGHAM                    "
3661;2;"ISIDRO CASANOVA               "
3662;2;"ITUZAINGO                     "
3663;2;"JOSE CLEMENTE PAZ             "
3664;2;"JOSE LEON SUAREZ              "
3665;2;"JUNIN                         "
3666;2;"LA PLATA                      "
3667;2;"LISANDRO OLMOS ETCHEVERRY     "
3668;2;"LOMA HERMOSA                  "
3670;2;"LOMAS DE ZAMORA               "
3671;2;"LONGCHAMPS                    "
3672;2;"LOS POLVORINES                "
3673;2;"LUIS GUILLON                  "
3674;2;"LUJAN                         "
3675;2;"MAR DE AJO                    "
3676;2;"MAR DEL PLATA                 "
3679;2;"MORENO                        "
3680;2;"NECOCHEA                      "
3682;2;"OLAVARRIA                     "
3684;2;"PABLO NOGUES                  "
3685;2;"PERGAMINO                     "
3689;2;"PRESIDENTE DERQUI             "
3691;2;"PUNTA ALTA                    "
3693;2;"QUILMES                       "
3695;2;"RANELAGH                      "
3699;2;"SALADILLO                     "
3700;2;"SAN ANDRES                    "
3702;2;"SAN FERNANDO                  "
3703;2;"SAN MIGUEL                    "
3704;2;"SANTOS LUGARES                "
3705;2;"SARANDI                       "
3706;2;"TANDIL                        "
3707;2;"TEMPERLEY                     "
3709;2;"TIGRE                         "
3710;2;"TORTUGUITAS                   "
3711;2;"TRES ARROYOS                  "
3712;2;"TRISTAN SUAREZ                "
3714;2;"VILLA DOMINICO                "
3715;2;"VILLA LYNCH                   "
3716;2;"VILLA SANTOS TESEI            "
3717;2;"VIRREY DEL PINO               "
3718;2;"WILDE                         "
3719;2;"ZONA DELTA TIGRE              "
9900;1;"CAP FED Y GRAN BS AS          "
9900;2;"CAP FED Y GRAN BS AS          "
9907;2;"REPUBLICA ARGENTINA           "
